article_name,country,revision_id,population,article_quality
Li Shouxin (politician),china,780434420,"1,393.8",Stub
Lin Shusen,china,780595069,"1,393.8",Stub
Linghu Defen,china,780645384,"1,393.8",Start
Ye Xuanping,china,780680886,"1,393.8",Stub
Mingsioi,china,781508091,"1,393.8",Stub
Zhao Mingcheng,china,781911215,"1,393.8",C
Akdun,china,782142343,"1,393.8",Start
Chen Xu (prosecutor),china,782155224,"1,393.8",Stub
Hai Rui,china,782247460,"1,393.8",C
Amin (Qing dynasty),china,782305764,"1,393.8",Start
Gao Yao (minister),china,782363273,"1,393.8",Stub
Anfiyanggū,china,782389474,"1,393.8",Start
Zhao Shaolin,china,782537709,"1,393.8",Start
Bahai (Qing dynasty),china,782618923,"1,393.8",Start
Zhang Jingyao,china,782688842,"1,393.8",Start
Zhu Wenjin,china,782692530,"1,393.8",C
Lian Chongyu,china,782692611,"1,393.8",B
Ding Baozhen,china,782724583,"1,393.8",Start
Zeng Gongliang,china,782835814,"1,393.8",Stub
Bolad,china,782957516,"1,393.8",Start
Bolo (prince),china,782959904,"1,393.8",Start
Jin Midi,china,783106969,"1,393.8",Start
Oboi,china,783125662,"1,393.8",C
Li Delin,china,783192715,"1,393.8",Start
Lu Sidao,china,783193281,"1,393.8",Stub
Li Chengyun,china,783274307,"1,393.8",Start
Mao Guanglie,china,783293895,"1,393.8",Stub
Wu Junsheng,china,783342429,"1,393.8",Stub
Xiao Zuoxin,china,783357679,"1,393.8",Stub
Sun Huaishan,china,783428726,"1,393.8",Start
Song Lin,china,783429088,"1,393.8",C
Ma Mingfang,china,783511207,"1,393.8",Stub
Xiong Xiling,china,783588346,"1,393.8",Stub
Cui Yuan (Han dynasty),china,783634397,"1,393.8",Start
Zeng Gong,china,783719112,"1,393.8",Start
Cheung Hon-chung,china,783822661,"1,393.8",Stub
Chan Wing-chan,china,783825005,"1,393.8",Stub
Ngan Kam-chuen,china,783825434,"1,393.8",Stub
Preparatory Committee for the Hong Kong Special Administrative Region,china,783825954,"1,393.8",Stub
Selection Committee,china,783826194,"1,393.8",Start
Ji Pengfei,china,783826877,"1,393.8",Start
Qiao Guanhua,china,783827175,"1,393.8",Start
Huang Hua,china,783827253,"1,393.8",C
Wu Xueqian,china,783827315,"1,393.8",Stub
Qian Qichen,china,783827437,"1,393.8",C
Tang Jiaxuan,china,783827526,"1,393.8",Stub
Li Zhaoxing,china,783827582,"1,393.8",Start
List of vice premiers of the People's Republic of China,china,783830457,"1,393.8",Start
Tai Chin-wah,china,783832246,"1,393.8",Start
Sun Hongzhi,china,783875351,"1,393.8",Start
Duke Li of Qi,china,783876460,"1,393.8",Stub
Marquis Ai of Jin,china,783876519,"1,393.8",Stub
Shang Shu (Jin),china,783876675,"1,393.8",Stub
Marquis Xiao of Jin,china,783876703,"1,393.8",Stub
Marquis Xiaozi of Jin,china,783876729,"1,393.8",Stub
Chuzi I,china,783876902,"1,393.8",Stub
Du'ao,china,783876927,"1,393.8",Stub
Duke Huai of Jin,china,783876964,"1,393.8",Start
Wuzhi (Qi),china,783877042,"1,393.8",Start
Duke Xiang of Qi,china,783877101,"1,393.8",C
King Dao of Zhou,china,783877286,"1,393.8",Stub
Jia'ao,china,783877369,"1,393.8",Stub
Duke Zhuang II of Qi,china,783877421,"1,393.8",C
An Ruzi,china,783877487,"1,393.8",Start
Duke Dao of Qi,china,783877535,"1,393.8",B
Duke Jian of Qi,china,783877570,"1,393.8",Start
King Sheng of Chu,china,783877629,"1,393.8",Stub
King Si of Zhou,china,783877655,"1,393.8",Stub
Duke You of Jin,china,783877819,"1,393.8",Stub
Chuzi II,china,783877994,"1,393.8",Start
"Yan, Marquis of Tian",china,783878215,"1,393.8",Start
King Min of Qi,china,783878517,"1,393.8",GA
Marquis Zhao of Jin,china,783880703,"1,393.8",Stub
Wang Xizhi,china,783926637,"1,393.8",Start
Fuk'anggan,china,784097602,"1,393.8",Start
Yinchang,china,784136214,"1,393.8",C
Dodo (prince),china,784164246,"1,393.8",C
Eidu,china,784332012,"1,393.8",Start
Gao Shi,china,784866166,"1,393.8",Stub
Chaghan Temur,china,785002813,"1,393.8",Start
Yao Ji,china,785030558,"1,393.8",B
Han Tuozhou,china,785357279,"1,393.8",Start
Li Bin (politician),china,785385352,"1,393.8",Start
Zhao Mausoleum (Tang dynasty),china,785394450,"1,393.8",Stub
Yang Wanli,china,785715265,"1,393.8",Stub
Xia Chang,china,785837406,"1,393.8",Start
Sushun,china,786364734,"1,393.8",Start
List of general secretaries and chairmen of the Communist Party of China,china,786437740,"1,393.8",Start
Zeng Qi,china,786497203,"1,393.8",Stub
Li Jingye,china,786529798,"1,393.8",C
Yelü Chucai,china,786649998,"1,393.8",C
Yu Xiaogang,china,786763475,"1,393.8",Stub
King Pu-tsung,china,786882530,"1,393.8",Start
Chan Yuen-han,china,786928662,"1,393.8",Start
Liao Hui (politician),china,786967153,"1,393.8",Stub
Lei Zhengfu,china,787135155,"1,393.8",C
El Temür,china,787157987,"1,393.8",Stub
Jin Shuren,china,787167773,"1,393.8",Start
Ma Duanlin,china,787170411,"1,393.8",Start
Lü Buwei,china,787171294,"1,393.8",C
Lu Xiufu,china,787173150,"1,393.8",Start
Hu Ruoyu,china,787180882,"1,393.8",Stub
Liu Xiang (scholar),china,787184538,"1,393.8",C
Mu Qing (tusi),china,787339934,"1,393.8",Stub
Mu Zeng,china,787339959,"1,393.8",Stub
Template:China-poli-bio-book-stub,china,787356593,"1,393.8",Stub
Escape from China,china,787356609,"1,393.8",Stub
Abatai,china,787363436,"1,393.8",C
Pandatsang Rapga,china,787470483,"1,393.8",C
Murong Hui,china,787692814,"1,393.8",Start
Su fei-erh,china,787731202,"1,393.8",Start
Mingrui,china,787878500,"1,393.8",Stub
Ai Baojun,china,787929417,"1,393.8",Start
Li Zhen (Tang dynasty),china,788130678,"1,393.8",B
Liao of Wu,china,788323099,"1,393.8",Stub
Song Di (Fugu),china,788369399,"1,393.8",Start
Song Lian,china,788370334,"1,393.8",Stub
Song Qi,china,788370364,"1,393.8",Start
Guo Yongxiang,china,788397778,"1,393.8",Start
Fu An,china,788435525,"1,393.8",Stub
"Yixuan, Prince Chun",china,788668412,"1,393.8",B
Tan Li,china,788686279,"1,393.8",C
Xiang of Xia,china,788695829,"1,393.8",Start
Wang Min (born 1956),china,788710930,"1,393.8",C
Xu Jianyi,china,788721662,"1,393.8",Start
Yang Weize,china,788722387,"1,393.8",C
Zhou Benshun,china,788726349,"1,393.8",C
Doje Cezhug,china,788758073,"1,393.8",Start
Tong Jixu,china,788799528,"1,393.8",Start
List of leaders of the Kuomintang,china,788909961,"1,393.8",C
Wen Zhenmeng,china,788944310,"1,393.8",Start
He Xiangning,china,788960131,"1,393.8",GA
Liao Zhongkai,china,788960137,"1,393.8",C
Han Shizhong,china,788967857,"1,393.8",C
Chen Wenlong,china,788968870,"1,393.8",Start
Ye Chunji,china,788989059,"1,393.8",Start
Yuan Haowen,china,788990765,"1,393.8",Start
Yuan Zhongdao,china,788990804,"1,393.8",Start
Zhou Yang (literary theorist),china,788993784,"1,393.8",Stub
Yuan Jie,china,789008719,"1,393.8",C
Zhan Ziqian,china,789015675,"1,393.8",Stub
Cheng Xingling,china,789284682,"1,393.8",Stub
Liu Zheng (politician),china,789285126,"1,393.8",Stub
Liu Fusheng,china,789285219,"1,393.8",Stub
Xue Yanzhong,china,789285856,"1,393.8",Stub
Liu Zemin,china,789286326,"1,393.8",Stub
Guo Yuhuai,china,789286558,"1,393.8",Stub
Sun Wensheng,china,789286639,"1,393.8",Stub
Lu Gongxun,china,789287040,"1,393.8",Stub
Zhufu Yan,china,789295999,"1,393.8",Stub
Wang Tingdong,china,789304583,"1,393.8",Stub
Wang Shiying,china,789306477,"1,393.8",Stub
Wang Senhao,china,789307001,"1,393.8",Stub
Hu Fuguo,china,789307671,"1,393.8",Stub
Bu Xiaolin,china,789327926,"1,393.8",Start
Jiang Chunyun,china,789517091,"1,393.8",Start
Chen Zhifang,china,789586713,"1,393.8",Stub
Huang Xiaowei,china,789810628,"1,393.8",Stub
Li Chuncheng,china,789810780,"1,393.8",C
Luo Yi,china,789824236,"1,393.8",B
Li Gui,china,789824430,"1,393.8",C
Li Mi (Sui dynasty),china,789825049,"1,393.8",B
Shen Faxing,china,789825250,"1,393.8",Start
Yang Xuangan,china,789826216,"1,393.8",B
An Qingxu,china,789877244,"1,393.8",C
Hu Zejun,china,789943431,"1,393.8",Stub
Zhang Xinsheng,china,790008809,"1,393.8",Start
Wang Bao'an,china,790013397,"1,393.8",Start
Ulan (politician),china,790020852,"1,393.8",Stub
Shen Yueyue,china,790304008,"1,393.8",Start
Liao Xiaoyi,china,790304389,"1,393.8",Start
Su Zhaozheng,china,790323099,"1,393.8",Stub
Ma Wen,china,790422921,"1,393.8",Start
Liu Chang (Southern Han),china,790514397,"1,393.8",Start
Wang Meng (artist),china,790517937,"1,393.8",Start
Liu Chenggui,china,790615742,"1,393.8",Stub
Song Zhe,china,790660708,"1,393.8",Stub
Zhu Changfang,china,790761720,"1,393.8",Start
Wang Shichong,china,790800802,"1,393.8",C
Zaitao,china,790925081,"1,393.8",Start
Tang campaign against Kucha,china,790979562,"1,393.8",GA
Miriam Lau,china,791015184,"1,393.8",Start
Tam Yiu-chung,china,791018313,"1,393.8",Start
Tang campaign against Karakhoja,china,791088593,"1,393.8",C
Chung To,china,791175440,"1,393.8",Stub
Rafael Hui,china,791203802,"1,393.8",Start
Liu Jing (politician),china,791254138,"1,393.8",Stub
Ma Rong,china,791285269,"1,393.8",Stub
Wang Menghui,china,791554518,"1,393.8",Stub
Chen Rong (painter),china,791717211,"1,393.8",Stub
Gu Kaizhi,china,791789391,"1,393.8",C
Han Changfu,china,791945751,"1,393.8",Stub
Ni Yuanlu,china,791959620,"1,393.8",Stub
Qiu Fengjia,china,792165386,"1,393.8",Start
Wang Dongxing,china,792192283,"1,393.8",Start
Ruan Yuan,china,792220165,"1,393.8",Start
Huang Lixin,china,792257122,"1,393.8",Start
Ning Jizhe,china,792385063,"1,393.8",Start
Dorgon,china,792530940,"1,393.8",FA
Sheng Shicai,china,792543483,"1,393.8",C
Ma Yize,china,792543486,"1,393.8",Start
Huchuquan,china,792606272,"1,393.8",Start
Wu Nansheng,china,792731529,"1,393.8",Stub
Rita Fan,china,792803222,"1,393.8",C
Emperor Shizong of Jin,china,792887839,"1,393.8",C
Burhan Shahidi,china,792930794,"1,393.8",GA
Fu Jing,china,792956376,"1,393.8",Stub
Xie Lingyun,china,792967101,"1,393.8",C
Yan Huiqing,china,793017881,"1,393.8",Start
Guan Guangfu,china,793126462,"1,393.8",Start
Tang campaigns against the Western Turks,china,793139815,"1,393.8",GA
Mingju,china,793313389,"1,393.8",Stub
Wu Xinxiong,china,793384100,"1,393.8",Start
Yuxian (Qing dynasty),china,793502021,"1,393.8",C
Consort Wan,china,793507071,"1,393.8",Stub
Yang Dongliang,china,793601385,"1,393.8",C
Chen Changzhi,china,793811654,"1,393.8",Stub
Chen Genkai,china,793812440,"1,393.8",Stub
Chen Haosu,china,793812585,"1,393.8",Stub
Chen Yi (marshal),china,793815532,"1,393.8",Start
Cheng Hao,china,793817713,"1,393.8",C
Yang Dacai,china,793962376,"1,393.8",Stub
Chan Kam-lam,china,794007220,"1,393.8",C
Wei Zhongxian,china,794081084,"1,393.8",C
Han Qixian,china,794093862,"1,393.8",Stub
Bai Yun (politician),china,794222645,"1,393.8",Start
Su Rong,china,794265078,"1,393.8",C
Chu Qing,china,794291032,"1,393.8",Start
Liu Yandong,china,794381842,"1,393.8",C
Wang Chengbin,china,794537131,"1,393.8",Stub
Zheng Chengsi,china,794636065,"1,393.8",Stub
Zhu Wuhua,china,794930212,"1,393.8",Stub
Qian Zhengying,china,794933266,"1,393.8",Start
Nie Li,china,794933610,"1,393.8",Start
Lin Wenyi,china,794933980,"1,393.8",Stub
Ma Fuxing,china,794943103,"1,393.8",Start
Duanfang,china,794963852,"1,393.8",C
Liu Lizhi,china,794992433,"1,393.8",Stub
Bayan of the Merkid,china,795045221,"1,393.8",Start
Shumishi,china,795317799,"1,393.8",Stub
Liu Jingxian,china,795441291,"1,393.8",Start
Yu Zhining,china,795491592,"1,393.8",B
Miao Jinqing,china,795507669,"1,393.8",B
Luan Da,china,795542971,"1,393.8",GA
Jirgalang,china,795642032,"1,393.8",B
Lord Changping,china,795677280,"1,393.8",Start
Songgotu,china,795736291,"1,393.8",Start
Fu Shanxiang,china,795758117,"1,393.8",C
Jiedushi,china,795784658,"1,393.8",B
Mujangga,china,795894963,"1,393.8",Start
Daišan,china,795970841,"1,393.8",C
Li Tai,china,796067946,"1,393.8",B
Li Ke,china,796201266,"1,393.8",Start
Ding Sheng (general),china,796230714,"1,393.8",Stub
Wu Qidi,china,796257163,"1,393.8",Start
Wang Yongchun,china,796262007,"1,393.8",Start
Fang Shengdong,china,796333222,"1,393.8",Stub
Ronglu,china,796352426,"1,393.8",C
Wang Zhaojun,china,796525150,"1,393.8",C
Michael Fu Tieshan,china,796725935,"1,393.8",Start
Empress Dowager Longyu,china,796764702,"1,393.8",C
Gao Gong,china,796962902,"1,393.8",Start
Liang Lingzan,china,797018285,"1,393.8",Start
Xiang Jingyu,china,797043445,"1,393.8",C
Empress Dowager Xiaojing,china,797092407,"1,393.8",Start
Li Yu (Southern Tang),china,797137702,"1,393.8",GA
Zheng Zhilong,china,797147841,"1,393.8",C
Wang Suyi,china,797233882,"1,393.8",Start
Ahmad Fanakati,china,797258332,"1,393.8",C
Deng Weizhi,china,797346875,"1,393.8",Stub
Empress He (Han dynasty),china,797480163,"1,393.8",C
Deng Nan,china,797503986,"1,393.8",Start
Empress Lü Zhi,china,797580435,"1,393.8",C
Zhang Tingyu,china,797593801,"1,393.8",Start
Ma Chao-chun,china,797603786,"1,393.8",Stub
Bo Xilai,china,797632558,"1,393.8",FA
Mu Ying,china,797736771,"1,393.8",C
Tao Yuanming,china,797816552,"1,393.8",C
Ma Man-kei,china,797825065,"1,393.8",Start
Yang Hu,china,797853506,"1,393.8",Start
Yilibu,china,797855447,"1,393.8",Stub
Lu Ji (Shiheng),china,797867339,"1,393.8",Start
James Tien (politician),china,798028927,"1,393.8",C
Empress Dou Miao,china,798053413,"1,393.8",Start
Lu Banglie,china,798157645,"1,393.8",Stub
Gong Weiguo,china,798157815,"1,393.8",Start
Li Zuopeng,china,798159736,"1,393.8",Stub
Yao Wenyuan,china,798160188,"1,393.8",Start
Chen Changhao,china,798160627,"1,393.8",B
Wei Heng,china,798162573,"1,393.8",Start
Yan Hongyan,china,798162852,"1,393.8",Start
Zhang Qinqiu,china,798163083,"1,393.8",C
Yu Xinqing,china,798163137,"1,393.8",C
Zhou Xiaozhou,china,798163346,"1,393.8",Stub
Zhang Miao,china,798176747,"1,393.8",C
Zheng Bijian,china,798318624,"1,393.8",C
Wang Mang,china,798344471,"1,393.8",C
Bi Gan,china,798410524,"1,393.8",Stub
Xu Hui,china,798476340,"1,393.8",Start
Wan Qingliang,china,798481182,"1,393.8",C
Wang Keying,china,798539797,"1,393.8",Stub
Qin Yuhai,china,798555984,"1,393.8",Start
Song Pingshun,china,798556097,"1,393.8",Stub
Wan Xiaotang,china,798556283,"1,393.8",Stub
Xie Feng (politician),china,798558692,"1,393.8",Stub
Zhang Kehui,china,798560381,"1,393.8",Stub
Zhao Liping,china,798561197,"1,393.8",C
Zhou Xing (politician),china,798561595,"1,393.8",Stub
Sun Zhaoxue,china,798625263,"1,393.8",Start
Li Dongsheng,china,798630332,"1,393.8",Start
Li Tianmin,china,798630593,"1,393.8",Start
Tulišen,china,798642761,"1,393.8",Start
Teng Yin,china,798758163,"1,393.8",Stub
Liu Tienan,china,798815875,"1,393.8",C
Tao Chengzhang,china,798871452,"1,393.8",Stub
Tian Qianqiu,china,798872373,"1,393.8",Stub
Zhao Tuo,china,798945937,"1,393.8",C
Longkodo,china,798972929,"1,393.8",Start
King Wen of Zhou,china,798988151,"1,393.8",Start
Sun Yuanhua,china,799037336,"1,393.8",C
Hoppo,china,799083658,"1,393.8",B
Ren Baige,china,799236288,"1,393.8",Stub
Li Yuanji,china,799247609,"1,393.8",B
Li Chengqian,china,799247842,"1,393.8",C
Hua Chunying,china,799249806,"1,393.8",Start
Wenxiang,china,799428036,"1,393.8",Stub
Shen Jong-chin,china,799485024,"1,393.8",Start
Yuwen Huaji,china,799513929,"1,393.8",C
Guan Ning,china,799518291,"1,393.8",Stub
Agui,china,799547638,"1,393.8",C
Princess Der Ling,china,799564991,"1,393.8",C
Yang Wei-fuu,china,799569227,"1,393.8",Stub
Tie Ning,china,799632681,"1,393.8",Start
Chia Ching-teh,china,799657586,"1,393.8",Stub
Template:KMTleaders,china,799682447,"1,393.8",Stub
Mao Jie,china,799697252,"1,393.8",Stub
Hua Xin,china,799702033,"1,393.8",Stub
Zhang Lijun,china,800001633,"1,393.8",Start
Rosanna Wong,china,800003218,"1,393.8",B
Wang Xiaotong,china,800256823,"1,393.8",Start
Liu Zong (Song dynasty),china,800270839,"1,393.8",Stub
"Zaixun, Prince Rui",china,800278977,"1,393.8",Start
Wen Hui,china,800288256,"1,393.8",Stub
Dong Qichang,china,800322656,"1,393.8",C
Duke Wu of Wey,china,800462642,"1,393.8",Start
Princess Taiping,china,800479351,"1,393.8",C
Li Zicheng (politician),china,800547406,"1,393.8",Stub
Du Jiang,china,800562466,"1,393.8",Stub
Du You,china,800562984,"1,393.8",C
Du Zhenglun,china,800563054,"1,393.8",C
Dorjeban,china,800650460,"1,393.8",Stub
Jia Kui (174-228),china,800785525,"1,393.8",Start
Qu Yuan,china,800810364,"1,393.8",C
Lu Jia (Western Han),china,800872162,"1,393.8",Stub
Xun Yi,china,800878858,"1,393.8",B
Tung Chee-hwa,china,801033876,"1,393.8",C
Gao Rou,china,801062482,"1,393.8",Stub
Wang Yun (Yuan dynasty),china,801088654,"1,393.8",Start
Zhang Chunqiao,china,801118389,"1,393.8",Start
Prince Gong,china,801134846,"1,393.8",C
Wang Yong (politician),china,801155606,"1,393.8",Stub
Wang Yusuo,china,801155639,"1,393.8",Stub
Wu Yajun,china,801297110,"1,393.8",Start
Wu Yi,china,801297120,"1,393.8",C
Xu Caihou,china,801304040,"1,393.8",GA
Xu Youyu,china,801304245,"1,393.8",Start
Yang Xianzhen,china,801307972,"1,393.8",Stub
Zhang Changzong,china,801334767,"1,393.8",B
Zhao Mengjian,china,801335099,"1,393.8",Stub
Zhao Rugua,china,801335118,"1,393.8",Start
Zhao Wenhua,china,801335158,"1,393.8",GA
Xu Jing (Three Kingdoms),china,801384334,"1,393.8",Stub
Liu Ba (Three Kingdoms),china,801397243,"1,393.8",Stub
Chen Zhen (Three Kingdoms),china,801398668,"1,393.8",Start
Li Dingguo,china,801416280,"1,393.8",Start
Liu Qi (politician),china,801455605,"1,393.8",Start
Wu Zixu,china,801467011,"1,393.8",C
Chen Xitong,china,801473937,"1,393.8",Start
Li Jinhua,china,801475340,"1,393.8",Start
Feng Yu,china,801488785,"1,393.8",B
Dai Jitao,china,801526728,"1,393.8",Start
Xiang Lang,china,801536684,"1,393.8",Start
Qiao Zhou,china,801540361,"1,393.8",Start
Xi Zheng,china,801541437,"1,393.8",Start
Ajall Shams al-Din Omar,china,801564071,"1,393.8",C
Duke Yì of Qi,china,801580139,"1,393.8",Start
Luo Xian,china,801584784,"1,393.8",Start
Emperor Jing of Northern Zhou,china,801587645,"1,393.8",C
Emperor Taizong's campaign against the Western Regions,china,801588178,"1,393.8",C
Empress Zhangsun,china,801601220,"1,393.8",C
Fei Yi,china,801677990,"1,393.8",C
Gu Yong,china,801725439,"1,393.8",Start
Xue Zong,china,801738100,"1,393.8",Start
Cheng Kai-nam,china,801757276,"1,393.8",Stub
Yu Hung-chun,china,801826824,"1,393.8",Stub
Chen Tai,china,801882988,"1,393.8",C
Erica Yuen,china,801902442,"1,393.8",Start
Wei Zhao (Three Kingdoms),china,801902916,"1,393.8",Start
Hua He,china,801904574,"1,393.8",Stub
Khön clan of Sakya,china,801913017,"1,393.8",Start
Shi Liang (politician),china,801935122,"1,393.8",Stub
Zeng Qinghong (female),china,801957603,"1,393.8",Start
Tsang Tak-sing,china,801980297,"1,393.8",C
Tang campaigns against Karasahr,china,801984106,"1,393.8",C
Teng Xiu,china,802010328,"1,393.8",Start
Lu Kai,china,802197538,"1,393.8",Stub
Zhang Zhao,china,802197818,"1,393.8",Start
Tang Shaoyi,china,802259284,"1,393.8",Start
Zhang Ti,china,802300576,"1,393.8",Stub
Wang Hongwen,china,802380754,"1,393.8",Start
Bai Lichen,china,802381739,"1,393.8",Start
Xian Hui,china,802381751,"1,393.8",Start
Ma Linyi,china,802382394,"1,393.8",Stub
Ma Xinyi,china,802382428,"1,393.8",Start
Yang Jingren,china,802382616,"1,393.8",Stub
Yang Yichen (Sui dynasty),china,802395261,"1,393.8",Start
Zheng Xiaoyu,china,802518324,"1,393.8",Start
Cheng Kejie,china,802518673,"1,393.8",Start
Li Dongyang,china,802535764,"1,393.8",Stub
Zhu Guozhen (Ming dynasty),china,802535846,"1,393.8",Stub
Yang Tinghe,china,802535929,"1,393.8",Start
Liu Tong,china,802535996,"1,393.8",Stub
Li Zhi (dissident),china,802553480,"1,393.8",Stub
Souw Beng Kong,china,802593757,"1,393.8",C
Ruan Posheng,china,802673990,"1,393.8",Stub
Gong Kai,china,802699895,"1,393.8",C
Zheng Keshuang,china,802745798,"1,393.8",Start
Zhan Ruoshui,china,802750894,"1,393.8",Stub
Bai Enpei,china,802876751,"1,393.8",C
Xuanwu Gate Incident,china,802876753,"1,393.8",GA
Liu Qi (Liu Biao's son),china,802914163,"1,393.8",GA
Qin Jiushao,china,802914819,"1,393.8",Start
Wen Zhong,china,802931199,"1,393.8",Stub
Hui Liangyu,china,802944161,"1,393.8",Stub
Feng Yuanwei,china,802985500,"1,393.8",Stub
User:RexSueciae/sandbox/Yang Jisheng (statesman),china,803005048,"1,393.8",GA
Yan Song,china,803022005,"1,393.8",Start
Zheng Kezang,china,803091760,"1,393.8",Start
Zhen Dexiu,china,803114690,"1,393.8",GA
Liu Yu (warlord),china,803131148,"1,393.8",Start
Liu Jin,china,803217085,"1,393.8",Start
Wang Yi (politician),china,803228103,"1,393.8",C
Sun Chuanfang,china,803285779,"1,393.8",C
Cheng Dechen,china,803302503,"1,393.8",Stub
Lord Chunshen,china,803328007,"1,393.8",C
Wu Qi,china,803328817,"1,393.8",Start
Tian Kai,china,803389809,"1,393.8",Start
Xu Qian,china,803399424,"1,393.8",Stub
Kuai Yue (Han dynasty),china,803420001,"1,393.8",Stub
Abudureyimu Ajiyiming,china,803446263,"1,393.8",Stub
Fan Li,china,803524537,"1,393.8",C
Ye Xianggao,china,803535184,"1,393.8",Start
Fong Chi Keong,china,803553330,"1,393.8",Stub
Zhang Yang (warlord),china,803602553,"1,393.8",Start
Wu Hongbo,china,803622430,"1,393.8",Stub
Bojang of Goguryeo,china,803679888,"1,393.8",C
Xi Qia,china,803695877,"1,393.8",Start
Tao Qian (Han dynasty),china,803730365,"1,393.8",C
Yan Xiang (Han dynasty),china,803764448,"1,393.8",Start
Guo Si,china,803779326,"1,393.8",C
Liu Yongfu,china,803791627,"1,393.8",C
Fan Chou,china,803874700,"1,393.8",Start
Zhang Song,china,803883142,"1,393.8",Start
Jasper Tsang,china,803899998,"1,393.8",C
Ye Jianying,china,803910344,"1,393.8",C
Pan Jun,china,803941497,"1,393.8",Stub
Zhang Shijie,china,803981259,"1,393.8",Stub
Ma Midi,china,804018099,"1,393.8",Start
Hu Zhengyan,china,804065646,"1,393.8",FA
Yang Jisheng (statesman),china,804068081,"1,393.8",GA
Yuan Cai,china,804081788,"1,393.8",Start
Allen Lee,china,804192791,"1,393.8",C
Jin Yunpeng,china,804255112,"1,393.8",Stub
Yang Weizhen,china,804275467,"1,393.8",Stub
Chiang Wei-shui,china,804293010,"1,393.8",C
Fan Qin,china,804340107,"1,393.8",Stub
Fu Ying,china,804365582,"1,393.8",Start
Koxinga,china,804395323,"1,393.8",GA
Shen Yiqin,china,804395671,"1,393.8",Start
King Cheng of Chu,china,804419602,"1,393.8",Stub
Chen Shou,china,804481710,"1,393.8",B
Wang Xiang,china,804506541,"1,393.8",C
Wang Jun (Jin dynasty),china,804522059,"1,393.8",Start
Ruan Xian,china,804528322,"1,393.8",Stub
Shan Tao (Taoist),china,804529042,"1,393.8",Stub
Chen Liangyu,china,804530506,"1,393.8",C
Yu Huiyong,china,804561411,"1,393.8",Start
Xu Jie (Ming dynasty),china,804606387,"1,393.8",C
Wang Rong (Jin dynasty),china,804648502,"1,393.8",Stub
Xun Xu,china,804648546,"1,393.8",B
Toqto'a (Yuan dynasty),china,804658179,"1,393.8",C
Chen Mei-ling,china,804685356,"1,393.8",Stub
Li Shanchang,china,804729193,"1,393.8",Start
Gao Jiong,china,804737850,"1,393.8",B
Vice President of the People's Republic of China,china,804826130,"1,393.8",C
List of Presidents of the People's Republic of China,china,804826622,"1,393.8",C
Sima You,china,804843962,"1,393.8",Start
Ye Dongsong,china,804969895,"1,393.8",Stub
Guo Youzhi,china,805001217,"1,393.8",Stub
Yu Song,china,805006143,"1,393.8",Start
Yu Bing,china,805006182,"1,393.8",Start
Jin Youzhi,china,805008637,"1,393.8",Start
Pujie,china,805010384,"1,393.8",C
Liu Shao (Three Kingdoms),china,805015141,"1,393.8",Stub
Han Xuan,china,805015445,"1,393.8",Stub
Zhao Fan,china,805015555,"1,393.8",Start
Sheng Xian,china,805016310,"1,393.8",Start
Zhuge Xu,china,805017059,"1,393.8",Start
Huan Jie,china,805017238,"1,393.8",Stub
Liao Li,china,805018042,"1,393.8",Start
He Yong (Han dynasty),china,805019329,"1,393.8",Stub
Huo Yi,china,805019654,"1,393.8",C
Yan Xing (Han dynasty),china,805021635,"1,393.8",Start
Wang Ye (Three Kingdoms),china,805033766,"1,393.8",Stub
Zhang Zongchang,china,805055250,"1,393.8",C
Xie Xuehong,china,805263542,"1,393.8",Start
Wang Chen (Three Kingdoms),china,805270130,"1,393.8",Start
Yang Xiuzhu,china,805281207,"1,393.8",C
Ximen Bao,china,805281416,"1,393.8",Start
Wang Zhengjun,china,805384690,"1,393.8",C
Empress Wei (Tang dynasty),china,805385748,"1,393.8",C
Dong Xian,china,805399243,"1,393.8",C
Song Ping,china,805403089,"1,393.8",Start
Deng Sui,china,805433434,"1,393.8",C
Cai Xiyou,china,805465042,"1,393.8",Start
Huang Shaohong,china,805520104,"1,393.8",Start
Yan Zhitui,china,805530245,"1,393.8",C
List of premiers of the People's Republic of China,china,805538342,"1,393.8",Start
Li Ying (Eastern Han),china,805568130,"1,393.8",Stub
Zhou Bangyan,china,805701071,"1,393.8",C
Wang Ling (Three Kingdoms),china,805779617,"1,393.8",Start
Nan Ping,china,805795504,"1,393.8",Stub
Wang Like,china,805840862,"1,393.8",Stub
Lu Ziyue,china,805853289,"1,393.8",Start
Dong Zhuo,china,805865636,"1,393.8",C
Soong Ching-ling,china,805898184,"1,393.8",C
Khan of Heaven,china,805971713,"1,393.8",Start
Bao Zheng,china,805989333,"1,393.8",FA
Qiao Chuanxiu,china,805990103,"1,393.8",Stub
Liu Wei (politician),china,805990409,"1,393.8",Stub
Liu Jiayi,china,805990711,"1,393.8",Start
Zhang Jiucheng,china,806005533,"1,393.8",Stub
"Zaifeng, Prince Chun",china,806032280,"1,393.8",C
Emperor Gaozong of Tang,china,806131220,"1,393.8",C
Emperor Zhaozong of Tang,china,806131675,"1,393.8",B
Leung Chun-ying,china,806165389,"1,393.8",GA
Liu Xin,china,806172684,"1,393.8",C
Shen Kuo,china,806232356,"1,393.8",FA
Su Shi,china,806232695,"1,393.8",B
Su Song,china,806232750,"1,393.8",FA
